registry,slot_id,model,seed,reward_version,training_device,validation_gate,losses_finite,effective_total_interactions,checkpoint,expected_sha256,actual_sha256,checkpoint_exists,hash_verified,freeze_status
sac_family,SAC + Forecast|seed=99,SAC + Forecast,99,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sac_forecast/sac_forecast_seed99_best.pt,b1340289d426ee0a3e00c4c85de51fc3718d26cf0b6ee44e7be3d0ef8a66bbf1,b1340289d426ee0a3e00c4c85de51fc3718d26cf0b6ee44e7be3d0ef8a66bbf1,True,True,FROZEN
sac_family,SAC + Forecast|seed=110,SAC + Forecast,110,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sac_forecast/sac_forecast_seed110_best.pt,6b2102e015df1fd17a96af21362f9604b0582502fcca08ed921d8348f68a1d22,6b2102e015df1fd17a96af21362f9604b0582502fcca08ed921d8348f68a1d22,True,True,FROZEN
sac_family,SAC + LSTM|seed=11,SAC + LSTM,11,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed11_best.pt,9c40f5b27de2dced99cd2fe85e0634fe48e00fbc81b3aa9cda06a65dc380962b,9c40f5b27de2dced99cd2fe85e0634fe48e00fbc81b3aa9cda06a65dc380962b,True,True,FROZEN
sac_family,SAC + LSTM|seed=22,SAC + LSTM,22,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed22_best.pt,6d915dd83bfb8bf26b5f29862732ae610ac181575fcce260fd1f4eac3595fcc2,6d915dd83bfb8bf26b5f29862732ae610ac181575fcce260fd1f4eac3595fcc2,True,True,FROZEN
sac_family,SAC + LSTM|seed=33,SAC + LSTM,33,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed33_best.pt,5845360d44741b0bad38b50032ee0ccc998a5eee7c92ca047bcd4ad34298202e,5845360d44741b0bad38b50032ee0ccc998a5eee7c92ca047bcd4ad34298202e,True,True,FROZEN
sac_family,SAC + LSTM|seed=44,SAC + LSTM,44,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed44_best.pt,00942705d49e9fa5512fee11ebe0b493d2165a75e5c2243c4e061ad2fee63f40,00942705d49e9fa5512fee11ebe0b493d2165a75e5c2243c4e061ad2fee63f40,True,True,FROZEN
sac_family,SAC + LSTM|seed=55,SAC + LSTM,55,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed55_best.pt,767ef38ae77a1985bab75033b5af120fa4300cbfe98b26365a5d346528d6a649,767ef38ae77a1985bab75033b5af120fa4300cbfe98b26365a5d346528d6a649,True,True,FROZEN
sac_family,SAC + LSTM|seed=66,SAC + LSTM,66,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed66_best.pt,cac8d0c8ee6ffbb52fe10e057ad163b97acea1efe8b1b498764c5054f9e31230,cac8d0c8ee6ffbb52fe10e057ad163b97acea1efe8b1b498764c5054f9e31230,True,True,FROZEN
sac_family,SAC + LSTM|seed=77,SAC + LSTM,77,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed77_best.pt,8361961f96d9108d38c769dbd7ddcd21dee0bb0671f3eb35277a86b1f3d4adc7,8361961f96d9108d38c769dbd7ddcd21dee0bb0671f3eb35277a86b1f3d4adc7,True,True,FROZEN
sac_family,SAC + LSTM|seed=88,SAC + LSTM,88,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed88_best.pt,0ad40440736ccb3cd60752009df2b23df55754b7f001256087e9d6d84310f5a3,0ad40440736ccb3cd60752009df2b23df55754b7f001256087e9d6d84310f5a3,True,True,FROZEN
sac_family,SAC + LSTM|seed=99,SAC + LSTM,99,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed99_best.pt,d243769581221402b51f7bf08b46cd27c9d1022afb8f263fb88579ec534e68f1,d243769581221402b51f7bf08b46cd27c9d1022afb8f263fb88579ec534e68f1,True,True,FROZEN
sac_family,SAC + LSTM|seed=110,SAC + LSTM,110,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed110_best.pt,6576b6674a5cd8c5aa7c50de1b663f21864dbaccc670b04ac6c6ad2808aedd2e,6576b6674a5cd8c5aa7c50de1b663f21864dbaccc670b04ac6c6ad2808aedd2e,True,True,FROZEN
sac_family,SACSI Full|seed=11,SACSI Full,11,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed11_best.pt,f7334b7143035614558fb80e78b61ddb63a3204ab3420e58dfe118f7b42c8cf7,f7334b7143035614558fb80e78b61ddb63a3204ab3420e58dfe118f7b42c8cf7,True,True,FROZEN
sac_family,SACSI Full|seed=22,SACSI Full,22,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed22_best.pt,8af5b9d69e4d1eb7187854f9c3a6575ec1935e0443b5df4f7011202e50497f54,8af5b9d69e4d1eb7187854f9c3a6575ec1935e0443b5df4f7011202e50497f54,True,True,FROZEN
sac_family,SACSI Full|seed=33,SACSI Full,33,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed33_best.pt,4084a79674549b2645ba263c026409dbaefdfe27c2d6b004f2030e962773c19f,4084a79674549b2645ba263c026409dbaefdfe27c2d6b004f2030e962773c19f,True,True,FROZEN
sac_family,SACSI Full|seed=44,SACSI Full,44,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed44_best.pt,52f140e8235d8dbd7327943490a41386ba227bdde56e1580817cddb9bce0af81,52f140e8235d8dbd7327943490a41386ba227bdde56e1580817cddb9bce0af81,True,True,FROZEN
sac_family,SACSI Full|seed=55,SACSI Full,55,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed55_best.pt,ee354266e16c443b84384b19a269b6eb19e1fe6cd381e8992045a33f783f5c7b,ee354266e16c443b84384b19a269b6eb19e1fe6cd381e8992045a33f783f5c7b,True,True,FROZEN
sac_family,SACSI Full|seed=66,SACSI Full,66,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed66_best.pt,d35b62ffb603072d092cf34db327cba7c08c29df71d36ccd22967fc908a420fc,d35b62ffb603072d092cf34db327cba7c08c29df71d36ccd22967fc908a420fc,True,True,FROZEN
sac_family,SACSI Full|seed=77,SACSI Full,77,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed77_best.pt,791422c2f7c852dc85751bf6ea62c470efa71a917296413f0617cbfd788fd1fd,791422c2f7c852dc85751bf6ea62c470efa71a917296413f0617cbfd788fd1fd,True,True,FROZEN
sac_family,SACSI Full|seed=88,SACSI Full,88,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed88_best.pt,fd1da8a6ded8b2d0c4e76be3c19690e8334d26153b09f260a0da34bb7321adad,fd1da8a6ded8b2d0c4e76be3c19690e8334d26153b09f260a0da34bb7321adad,True,True,FROZEN
sac_family,SACSI Full|seed=99,SACSI Full,99,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed99_best.pt,ad6dd59db91184e8f5c153f8ebae4c3d9838466d89068221e84418de181eb656,ad6dd59db91184e8f5c153f8ebae4c3d9838466d89068221e84418de181eb656,True,True,FROZEN
sac_family,SACSI Full|seed=110,SACSI Full,110,reward_v4,cuda,False,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed110_best.pt,51f2a1406bc51618ed3b2b4177af56ff59933203b872116c3e951641545d7bcb,51f2a1406bc51618ed3b2b4177af56ff59933203b872116c3e951641545d7bcb,True,True,FROZEN
