registry,slot_id,model,seed,reward_version,training_device,validation_gate,losses_finite,effective_total_interactions,checkpoint,expected_sha256,actual_sha256,checkpoint_exists,hash_verified,freeze_status
main,TD3|seed=77,TD3,77,reward_v4,cuda,True,True,6720,Checkpoints/TD3/td3_seed77_best.pt,802b4d6559605461e8648692c4362aa407c485367ae56e7cb6c0dfb014c592ab,802b4d6559605461e8648692c4362aa407c485367ae56e7cb6c0dfb014c592ab,True,True,FROZEN
main,TD3|seed=88,TD3,88,reward_v4,cuda,False,True,6720,Checkpoints/TD3/td3_seed88_best.pt,2408e5fb4331038127a6dcc776aea31d5b44a077cc9b5fc363f9d15e73779068,2408e5fb4331038127a6dcc776aea31d5b44a077cc9b5fc363f9d15e73779068,True,True,FROZEN
main,TD3|seed=99,TD3,99,reward_v4,cuda,False,True,6720,Checkpoints/TD3/td3_seed99_best.pt,06636fecf4c2b5d9a9f537aa375bc674bcd1c48c2d23331cfb327ece50ce4508,06636fecf4c2b5d9a9f537aa375bc674bcd1c48c2d23331cfb327ece50ce4508,True,True,FROZEN
main,TD3|seed=110,TD3,110,reward_v4,cuda,False,True,6720,Checkpoints/TD3/td3_seed110_best.pt,553a426d1bdbe843e40ea725660b471dd1af93d88611a7b39d7782b942a00ee6,553a426d1bdbe843e40ea725660b471dd1af93d88611a7b39d7782b942a00ee6,True,True,FROZEN
main,SAC|seed=11,SAC,11,reward_v4,cuda,True,True,6720,Checkpoints/Fair_DRL/SAC/sac_seed11_best.pt,a5b5515ccdd9a325c38790b98bf971365347ffb392f36a54983f16c5e809825c,a5b5515ccdd9a325c38790b98bf971365347ffb392f36a54983f16c5e809825c,True,True,FROZEN
main,SAC|seed=22,SAC,22,reward_v4,cuda,True,True,6720,Checkpoints/Fair_DRL/SAC/sac_seed22_best.pt,be956eea64d7c1922120fcae84bb2052670f37f8787a5cfd7abbdbfac961efc2,be956eea64d7c1922120fcae84bb2052670f37f8787a5cfd7abbdbfac961efc2,True,True,FROZEN
main,SAC|seed=33,SAC,33,reward_v4,cuda,True,True,6720,Checkpoints/Fair_DRL/SAC/sac_seed33_best.pt,a292da3fa2b0069874f58b9836c9126bcbd61a061960f2e07778558e7fb3efd1,a292da3fa2b0069874f58b9836c9126bcbd61a061960f2e07778558e7fb3efd1,True,True,FROZEN
main,SAC|seed=44,SAC,44,reward_v4,cuda,True,True,6720,Checkpoints/Fair_DRL/SAC/sac_seed44_best.pt,d59cddbbb0af9ce3b4015776f37a5ea3d439fafd65840833174f475e12e9c363,d59cddbbb0af9ce3b4015776f37a5ea3d439fafd65840833174f475e12e9c363,True,True,FROZEN
main,SAC|seed=55,SAC,55,reward_v4,cuda,True,True,6720,Checkpoints/Fair_DRL/SAC/sac_seed55_best.pt,aa2a2e370df694c2c6c53440615b5d7a77b0e9c919b5d330bce6e22c8a763e09,aa2a2e370df694c2c6c53440615b5d7a77b0e9c919b5d330bce6e22c8a763e09,True,True,FROZEN
main,SAC|seed=66,SAC,66,reward_v4,cuda,True,True,6720,Checkpoints/Fair_DRL/SAC/sac_seed66_best.pt,b8b2a592c3c3ab05d208d068ac2e72e96cf02f8f5a626aa618138799a4366da4,b8b2a592c3c3ab05d208d068ac2e72e96cf02f8f5a626aa618138799a4366da4,True,True,FROZEN
main,SAC|seed=77,SAC,77,reward_v4,cuda,True,True,6720,Checkpoints/Fair_DRL/SAC/sac_seed77_best.pt,075e7fea4a8b994d7c1074ba1e7d3a087e9de05262d4ba7dad1adcbc31de68ba,075e7fea4a8b994d7c1074ba1e7d3a087e9de05262d4ba7dad1adcbc31de68ba,True,True,FROZEN
main,SAC|seed=88,SAC,88,reward_v4,cuda,True,True,6720,Checkpoints/Fair_DRL/SAC/sac_seed88_best.pt,dcf4b45b859fa169e6e6194f51cb67d7cfda41548c66d1f5fdec4b18f2e373f4,dcf4b45b859fa169e6e6194f51cb67d7cfda41548c66d1f5fdec4b18f2e373f4,True,True,FROZEN
main,SAC|seed=99,SAC,99,reward_v4,cuda,True,True,6720,Checkpoints/Fair_DRL/SAC/sac_seed99_best.pt,11650209afccd0065c436661afbcf896072ffb373c6129f9bfee35a05ef09902,11650209afccd0065c436661afbcf896072ffb373c6129f9bfee35a05ef09902,True,True,FROZEN
main,SAC|seed=110,SAC,110,reward_v4,cuda,False,True,6720,Checkpoints/Fair_DRL/SAC/sac_seed110_best.pt,5c0f619863fddbdd9d3e8b0c7542756a1dfce5f7398ffe314e9de8480301480f,5c0f619863fddbdd9d3e8b0c7542756a1dfce5f7398ffe314e9de8480301480f,True,True,FROZEN
main,SACSI-POMDP|seed=11,SACSI-POMDP,11,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed11_best.pt,f7334b7143035614558fb80e78b61ddb63a3204ab3420e58dfe118f7b42c8cf7,f7334b7143035614558fb80e78b61ddb63a3204ab3420e58dfe118f7b42c8cf7,True,True,FROZEN
main,SACSI-POMDP|seed=22,SACSI-POMDP,22,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed22_best.pt,8af5b9d69e4d1eb7187854f9c3a6575ec1935e0443b5df4f7011202e50497f54,8af5b9d69e4d1eb7187854f9c3a6575ec1935e0443b5df4f7011202e50497f54,True,True,FROZEN
main,SACSI-POMDP|seed=33,SACSI-POMDP,33,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed33_best.pt,4084a79674549b2645ba263c026409dbaefdfe27c2d6b004f2030e962773c19f,4084a79674549b2645ba263c026409dbaefdfe27c2d6b004f2030e962773c19f,True,True,FROZEN
main,SACSI-POMDP|seed=44,SACSI-POMDP,44,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed44_best.pt,52f140e8235d8dbd7327943490a41386ba227bdde56e1580817cddb9bce0af81,52f140e8235d8dbd7327943490a41386ba227bdde56e1580817cddb9bce0af81,True,True,FROZEN
main,SACSI-POMDP|seed=55,SACSI-POMDP,55,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed55_best.pt,ee354266e16c443b84384b19a269b6eb19e1fe6cd381e8992045a33f783f5c7b,ee354266e16c443b84384b19a269b6eb19e1fe6cd381e8992045a33f783f5c7b,True,True,FROZEN
main,SACSI-POMDP|seed=66,SACSI-POMDP,66,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed66_best.pt,d35b62ffb603072d092cf34db327cba7c08c29df71d36ccd22967fc908a420fc,d35b62ffb603072d092cf34db327cba7c08c29df71d36ccd22967fc908a420fc,True,True,FROZEN
main,SACSI-POMDP|seed=77,SACSI-POMDP,77,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed77_best.pt,791422c2f7c852dc85751bf6ea62c470efa71a917296413f0617cbfd788fd1fd,791422c2f7c852dc85751bf6ea62c470efa71a917296413f0617cbfd788fd1fd,True,True,FROZEN
main,SACSI-POMDP|seed=88,SACSI-POMDP,88,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed88_best.pt,fd1da8a6ded8b2d0c4e76be3c19690e8334d26153b09f260a0da34bb7321adad,fd1da8a6ded8b2d0c4e76be3c19690e8334d26153b09f260a0da34bb7321adad,True,True,FROZEN
main,SACSI-POMDP|seed=99,SACSI-POMDP,99,reward_v4,cuda,True,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed99_best.pt,ad6dd59db91184e8f5c153f8ebae4c3d9838466d89068221e84418de181eb656,ad6dd59db91184e8f5c153f8ebae4c3d9838466d89068221e84418de181eb656,True,True,FROZEN
main,SACSI-POMDP|seed=110,SACSI-POMDP,110,reward_v4,cuda,False,True,13440,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed110_best.pt,51f2a1406bc51618ed3b2b4177af56ff59933203b872116c3e951641545d7bcb,51f2a1406bc51618ed3b2b4177af56ff59933203b872116c3e951641545d7bcb,True,True,FROZEN
