experiment_id,experiment_family,module,algorithm_family,model,seed,split,period_start,period_end,reward_version,virtual_garden_version,observation_version,forecast_enabled,memory_enabled,forecast_protocol,forecast_error,forecast_horizon,sequence_length,checkpoint,checkpoint_hash,validation_gate,steps,environment_interactions,training_budget_version,total_water_mm,time_in_target_pct,violation_rate_pct,deficit_rate_pct,surplus_rate_pct,rmse_band,action_smoothness,mean_soil_moisture,runoff_total_mm,drainage_total_mm,reward_mean,mass_balance_error,git_commit,source_result_status,result_status
8H_factorial_confirmatory_sac_plus_lstm_seed110,factorial_confirmatory,8H,SAC_LSTM,SAC + LSTM,110,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8,False,True,none,,,24.0,Checkpoints/POMDP_Ablation/sac_lstm/sac_lstm_seed110_best.pt,6576b6674a5cd8c5aa7c50de1b663f21864dbaccc670b04ac6c6ad2808aedd2e,True,8760,13440,anchor6720+adaptation6720,444.785142660141,55.55936073059361,44.44063926940639,0.0,44.44063926940639,0.0229176348226443,0.028361313085004,0.3126298425100241,0.0,871.3017135805915,-0.1782140829015926,2.8421709430404014e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sacsi_full_seed11,factorial_confirmatory,8H,SACSI_POMDP,SACSI Full,11,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed11_best.pt,f7334b7143035614558fb80e78b61ddb63a3204ab3420e58dfe118f7b42c8cf7,True,8760,13440,anchor6720+adaptation6720,358.0689211189747,54.965753424657535,45.03424657534247,0.0,45.03424657534247,0.0221390340778627,0.0173221019519111,0.3143605043323005,0.0,784.3496554751598,-0.1624903230067625,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sacsi_full_seed22,factorial_confirmatory,8H,SACSI_POMDP,SACSI Full,22,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed22_best.pt,8af5b9d69e4d1eb7187854f9c3a6575ec1935e0443b5df4f7011202e50497f54,True,8760,13440,anchor6720+adaptation6720,394.6850163936615,56.267123287671225,43.73287671232877,0.0,43.73287671232877,0.0222897324041581,0.0297535447235153,0.3059615287695921,0.0,824.3504911951243,-0.11119437854027474,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sacsi_full_seed33,factorial_confirmatory,8H,SACSI_POMDP,SACSI Full,33,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed33_best.pt,4084a79674549b2645ba263c026409dbaefdfe27c2d6b004f2030e962773c19f,True,8760,13440,anchor6720+adaptation6720,344.1287980377674,55.81050228310502,44.18949771689498,0.0,44.18949771689498,0.0219482942003519,0.0092861546591164,0.306555749619147,0.0,773.8239274937941,-0.12006645868658714,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sacsi_full_seed44,factorial_confirmatory,8H,SACSI_POMDP,SACSI Full,44,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed44_best.pt,52f140e8235d8dbd7327943490a41386ba227bdde56e1580817cddb9bce0af81,True,8760,13440,anchor6720+adaptation6720,341.1855608224869,57.089041095890416,42.91095890410959,0.0,42.91095890410959,0.0217753993855761,0.01115235419888,0.3088710018802939,0.0,773.4771845428659,-0.06195370698081374,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sacsi_full_seed55,factorial_confirmatory,8H,SACSI_POMDP,SACSI Full,55,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed55_best.pt,ee354266e16c443b84384b19a269b6eb19e1fe6cd381e8992045a33f783f5c7b,True,8760,13440,anchor6720+adaptation6720,372.7864509522915,55.60502283105024,44.39497716894977,0.0,44.39497716894977,0.0222247049384147,0.0207210731147045,0.3122676644154281,0.0,802.9212480459258,-0.1359684060644631,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sacsi_full_seed66,factorial_confirmatory,8H,SACSI_POMDP,SACSI Full,66,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed66_best.pt,d35b62ffb603072d092cf34db327cba7c08c29df71d36ccd22967fc908a420fc,True,8760,13440,anchor6720+adaptation6720,353.97741597890854,55.4337899543379,44.5662100456621,0.0,44.5662100456621,0.0220483586394338,0.0122611634412004,0.313514622460284,0.0,783.4113054376896,-0.13524134902832924,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sacsi_full_seed77,factorial_confirmatory,8H,SACSI_POMDP,SACSI Full,77,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed77_best.pt,791422c2f7c852dc85751bf6ea62c470efa71a917296413f0617cbfd788fd1fd,True,8760,13440,anchor6720+adaptation6720,317.25008007884026,50.30821917808219,49.69178082191781,8.926940639269407,40.764840182648406,0.0214951855940534,0.0100758974819453,0.2977671260931419,0.0,761.1924301705192,-0.25937608395532935,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sacsi_full_seed88,factorial_confirmatory,8H,SACSI_POMDP,SACSI Full,88,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed88_best.pt,fd1da8a6ded8b2d0c4e76be3c19690e8334d26153b09f260a0da34bb7321adad,True,8760,13440,anchor6720+adaptation6720,354.28326469659805,56.21004566210046,43.789954337899545,0.0,43.789954337899545,0.0219601324384677,0.0164537526065729,0.3115144646569948,0.0,785.4525346775785,-0.09843333394655067,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sacsi_full_seed99,factorial_confirmatory,8H,SACSI_POMDP,SACSI Full,99,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed99_best.pt,ad6dd59db91184e8f5c153f8ebae4c3d9838466d89068221e84418de181eb656,True,8760,13440,anchor6720+adaptation6720,431.9469735324383,55.14840182648402,44.85159817351598,0.0,44.85159817351598,0.0228620918396308,0.0210750155292943,0.3150366922827275,1.1767303495154522,857.3310682700702,-0.1765173847390324,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
8H_factorial_confirmatory_sacsi_full_seed110,factorial_confirmatory,8H,SACSI_POMDP,SACSI Full,110,retrospective_final_benchmark_2025,2025-01-01 00:00:00,2025-12-31 23:00:00,reward_v4,field_capacity_0.35,current8+history24x8+forecast3,True,True,SF-20_h1_controlled_proxy,0.2,1.0,24.0,Checkpoints/POMDP_Ablation/sacsi_full/sacsi_full_seed110_best.pt,51f2a1406bc51618ed3b2b4177af56ff59933203b872116c3e951641545d7bcb,False,8760,13440,anchor6720+adaptation6720,453.6605497598648,53.34474885844749,46.65525114155251,3.550228310502283,43.10502283105023,0.0229374129573369,0.03343809026264,0.3047089046165014,0.9913956828877132,889.3845431918194,-0.22549066590600989,1.4210854715202004e-14,not_recorded_at_training,CONFIRMATORY,FROZEN
